Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Pct,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Store_Name,Customer_Gender,Customer_Age_Group,Customer_Rating,Year,Month,Month_Name,Day_of_Week,Hour,Quarter,Is_Weekend
TXN-2025383,CUST-00319,Sports & Fitness,Yoga Mat 6mm,3,1722.36,0,5167.08,2025-09-25 21:11:00,Lahore,Cash,NovaMart Central,Male,55+,4,2025,9,Sep,Thursday,21,3,0
TXN-2025216,CUST-02143,Clothing,Denim Jeans Slim Fit,4,2953.89,0,11815.56,2025-07-22 11:33:00,Rawalpindi,Cash,NovaMart Premium,Male,35-44,4,2025,7,Jul,Tuesday,11,3,0
TXN-2025992,CUST-UNKNOWN,Stationery,Stapler Heavy Duty,4,662.07,0,2648.28,2025-03-11 17:44:00,Karachi,Cash,NovaMart Express,Unknown,45-54,4,2025,3,Mar,Tuesday,17,1,0
TXN-2025466,CUST-01277,Stationery,Ball Pen Pack 10pcs,1,194.62,0,194.62,2025-02-01 16:04:00,Faisalabad,Credit Card,NovaMart Express,Male,18-24,2,2025,2,Feb,Saturday,16,1,1
TXN-2025653,CUST-01730,Sports & Fitness,Yoga Mat 6mm,1,1626.4,0,1626.4,2025-02-14 13:35:00,Faisalabad,Bank Transfer,NovaMart Outlet,Male,35-44,4,2025,2,Feb,Friday,13,1,0
TXN-2026090,CUST-02693,Home & Kitchen,Non-Stick Fry Pan,1,2291.25,15,1947.56,2025-08-18 18:44:00,Islamabad,Cash,NovaMart Central,Female,25-34,5,2025,8,Aug,Monday,18,3,0
TXN-2025292,CUST-02337,Clothing,Denim Jeans Slim Fit,1,2369.72,0,2369.72,2025-04-28 14:49:00,Lahore,EasyPaisa,NovaMart Central,Male,25-34,5,2025,4,Apr,Monday,14,2,0
TXN-2025705,CUST-01776,Electronics,"Haier LED TV 32""",2,40026.64,0,80053.28,2025-10-24 17:56:00,Lahore,Cash,NovaMart Central,Female,45-54,5,2025,10,Oct,Friday,17,4,0
TXN-2025773,CUST-01670,Clothing,Denim Jeans Slim Fit,1,3704.33,15,3148.68,2025-10-03 16:46:00,Faisalabad,CreditCard,NovaMart Outlet,Male,55+,4,2025,10,Oct,Friday,16,4,0
TXN-2025448,CUST-02059,Electronics,Anker USB-C Charger,1,1192.73,5,1133.09,2025-11-03 19:45:00,Karachi,Debit Card,NovaMart Outlet,Male,55+,4,2025,11,Nov,Monday,19,4,0
TXN-2025960,CUST-02232,Clothing,Women's Kameez Printed,5,3093.31,0,15466.55,2025-11-18 13:12:00,Faisalabad,Cash,NovaMart Outlet,Female,55+,4,2025,11,Nov,Tuesday,13,4,0
TXN-2025406,CUST-01219,Groceries,Sunflower Oil 5L,1,2013.96,0,2013.96,2025-11-08 13:24:00,Karachi,Bank Transfer,NovaMart Express,Female,25-34,5,2025,11,Nov,Saturday,13,4,1
TXN-2025257,CUST-00411,Clothing,Formal Dress Shirt,1,2104.53,0,2104.53,2025-07-18 18:30:00,Faisalabad,JazzCash,NovaMart Express,Male,45-54,4,2025,7,Jul,Friday,18,3,0
TXN-2025026,CUST-00383,Home & Kitchen,Kitchen Knife Set,1,1125.49,0,1125.49,2025-09-27 09:18:00,Islamabad,EasyPaisa,NovaMart Premium,Male,35-44,4,2025,9,Sep,Saturday,9,3,1
TXN-2026067,CUST-01982,Health & Beauty,Himalaya Neem Face Wash,2,356.92,0,713.84,2025-07-03 18:02:00,Karachii,Cash,NovaMart Central,Female,35-44,5,2025,7,Jul,Thursday,18,3,0
TXN-2025048,CUST-01094,Toys & Kids,LEGO Classic Bricks Set,2,6144.15,0,12288.3,2025-02-11 13:07:00,Karachi,Credit Card,NovaMart Express,Female,35-44,5,2025,2,Feb,Tuesday,13,1,0
TXN-2025107,CUST-01389,Groceries,Nestle Everyday Tea Whitener 400g,1,375.38,0,375.38,2025-06-25 15:02:00,Islamabad,Debit Card,NovaMart Premium,Male,18-24,2,2025,6,Jun,Wednesday,15,2,0
TXN-2025056,CUST-02776,Home & Kitchen,Pillow Set 2pcs,2,1598.13,0,3196.26,2025-11-26 12:11:00,Rawalpindi,Credit Card,NovaMart Premium,Male,55+,4,2025,11,Nov,Wednesday,12,4,0
TXN-2026070,CUST-01382,Groceries,Olpers Full Cream Milk 1L,4,182.75,0,731.0,2025-05-11 10:22:00,Quetta,JazzCash,NovaMart Express,Female,25-34,4,2025,5,May,Sunday,10,2,1
TXN-2025214,CUST-01537,Groceries,Nestle Everyday Tea Whitener 400g,5,365.7,0,1828.5,2025-08-12 18:10:00,Karachi,Credit Card,NovaMart Central,Male,25-34,5,2025,8,Aug,Tuesday,18,3,0
TXN-2025121,CUST-02244,Home & Kitchen,Pillow Set 2pcs,2,1809.49,5,3438.03,2025-12-18 20:48:00,Multan,Debit Card,NovaMart Central,Female,18-24,4,2025,12,Dec,Thursday,20,4,0
TXN-2025549,CUST-02262,Clothing,Men's Polo Shirt,3,2342.9,0,7028.7,2025-10-09 13:00:00,Faisalabad,Debit Card,NovaMart Premium,Female,45-54,4,2025,10,Oct,Thursday,13,4,0
TXN-2025811,CUST-01719,Electronics,Lenovo Laptop Bag,1,3819.96,10,3437.96,2025-12-07 13:10:00,Hyderabad,Credit Card,NovaMart Outlet,Female,35-44,3,2025,12,Dec,Sunday,13,4,1
TXN-2025423,CUST-00524,Sports & Fitness,Dumbbell Set 10kg Pair,2,5361.34,5,10186.55,2025-07-03 10:21:00,Karachi,Credit Card,NovaMart Express,Male,55+,4,2025,7,Jul,Thursday,10,3,0
TXN-2025073,CUST-01697,Home & Kitchen,Dawlance Microwave 25L,1,23300.05,10,20970.04,2025-08-11 12:19:00,Karachi,Cash,NovaMart Outlet,Female,35-44,4,2025,8,Aug,Monday,12,3,0
TXN-2025675,CUST-01206,Stationery,Highlighter Set 6colors,2,449.04,0,898.08,2025-12-04 12:28:00,Karachi,EasyPaisa,NovaMart Outlet,Female,25-34,4,2025,12,Dec,Thursday,12,4,0
TXN-2025533,CUST-00044,Groceries,Sunflower Oil 5L,1,2053.87,0,2053.87,2025-11-28 11:19:00,Karachi,Debit Card,NovaMart Outlet,Male,45-54,4,2025,11,Nov,Friday,11,4,0
TXN-2025655,CUST-02761,Clothing,Denim Jeans Slim Fit,2,3520.2,5,6688.38,2025-11-15 17:27:00,Peshawar,Credit Card,NovaMart Premium,Male,55+,4,2025,11,Nov,Saturday,17,4,1
TXN-2025450,CUST-00242,Home & Kitchen,Dawlance Microwave 25L,1,18687.87,0,18687.87,2025-07-06 15:55:00,Karachi,Cash,NovaMart Express,Male,25-34,5,2025,7,Jul,Sunday,15,3,1
TXN-2026032,CUST-02816,Stationery,Spiral Notebook A5,5,326.49,10,1469.21,2025-09-13 16:44:00,Karachi,Cash,NovaMart Central,Male,45-54,5,2025,9,Sep,Saturday,16,3,1
TXN-2025701,CUST-02764,Health & Beauty,LOreal Face Wash,2,745.25,10,1341.45,2025-12-21 12:51:00,Sialkot,Cash,NovaMart Outlet,Male,55+,4,2025,12,Dec,Sunday,12,4,1
TXN-2025343,CUST-02152,Sports & Fitness,Wilson Badminton Racket,2,3031.92,20,4851.07,2025-11-19 15:49:00,Lahore,Cash,NovaMart Central,Male,45-54,1,2025,11,Nov,Wednesday,15,4,0
TXN-2025395,CUST-00081,Toys & Kids,LEGO Classic Bricks Set,1,6153.1,5,5845.44,2025-06-13 11:22:00,Rawalpindi,EasyPaisa,NovaMart Express,Male,45-54,3,2025,6,Jun,Friday,11,2,0
TXN-2025831,CUST-01107,Electronics,Samsung Galaxy A14,4,51162.03,0,204648.12,2025-05-15 20:56:00,Karachi,JazzCash,NovaMart Premium,Female,45-54,4,2025,5,May,Thursday,20,2,0
TXN-2025696,CUST-UNKNOWN,Clothing,Denim Jeans Slim Fit,1,2625.13,0,2625.13,2025-01-22 12:56:00,Lahore,Cash,NovaMart Central,Unknown,18-24,4,2025,1,Jan,Wednesday,12,1,0
TXN-2025747,CUST-01958,Health & Beauty,Ponds Moisturizer 200ml,1,777.86,15,661.18,2025-08-14 19:34:00,Karachi,Debit Card,NovaMart Central,Female,55+,5,2025,8,Aug,Thursday,19,3,0
TXN-2025434,CUST-00685,Electronics,Lenovo Laptop Bag,5,3698.48,10,16643.16,2025-12-28 16:42:00,Sialkot,JazzCash,NovaMart Central,Male,45-54,2,2025,12,Dec,Sunday,16,4,1
TXN-2025619,CUST-02662,Home & Kitchen,Bed Sheet King Size,3,2607.07,0,7821.21,2025-10-17 14:39:00,Faisalabad,Credit Card,NovaMart Premium,Female,45-54,2,2025,10,Oct,Friday,14,4,0
TXN-2025345,CUST-01055,Health & Beauty,Dettol Handwash 500ml,1,349.57,0,349.57,2025-11-25 19:36:00,Hyderabad,Debit Card,NovaMart Premium,Female,45-54,5,2025,11,Nov,Tuesday,19,4,0
TXN-2025674,CUST-02130,Clothing,Formal Dress Shirt,3,2417.32,20,5801.57,2025-08-18 15:41:00,Karachi,Cash,NovaMart Express,Male,25-34,5,2025,8,Aug,Monday,15,3,0
TXN-2025061,CUST-00444,Health & Beauty,LOreal Face Wash,1,572.58,0,572.58,2025-04-28 17:43:00,Karachi,Credit Card,NovaMart Premium,Female,35-44,5,2025,4,Apr,Monday,17,2,0
TXN-2025931,CUST-UNKNOWN,Electronics,Samsung Galaxy A14,3,51496.97,0,154490.91,2025-11-28 20:11:00,Islamabad,Cash,NovaMart Express,Unknown,25-34,4,2025,11,Nov,Friday,20,4,0
TXN-2025093,CUST-01584,Electronics,Anker USB-C Charger,3,1049.88,10,2834.68,2025-07-27 16:16:00,Lahore,Cash,NovaMart Outlet,Female,25-34,4,2025,7,Jul,Sunday,16,3,1
TXN-2025917,CUST-02693,Home & Kitchen,Dawlance Microwave 25L,3,22832.49,0,68497.47,2025-10-29 15:13:00,Rawalpindi,JazzCash,NovaMart Express,Male,35-44,4,2025,10,Oct,Wednesday,15,4,0
TXN-2025320,CUST-01390,Groceries,Rooh Afza 750ml,1,318.86,5,302.92,2025-07-30 17:53:00,Lahore,EasyPaisa,NovaMart Central,Female,18-24,3,2025,7,Jul,Wednesday,17,3,0
TXN-2025839,CUST-00128,Health & Beauty,Dettol Handwash 500ml,1,349.49,10,314.54,2025-01-29 18:32:00,Lahore,Cash,NovaMart Central,Male,55+,3,2025,1,Jan,Wednesday,18,1,0
TXN-2025281,CUST-01477,Groceries,Tapal Danedar Tea 900g,1,840.43,5,798.41,2025-04-15 17:06:00,Multan,Debit Card,NovaMart Express,Male,25-34,4,2025,4,Apr,Tuesday,17,2,0
TXN-2026016,CUST-02388,Clothing,Men's Polo Shirt,2,1830.53,0,3661.06,2025-07-30 15:06:00,Peshawar,JazzCash,NovaMart Premium,Female,25-34,5,2025,7,Jul,Wednesday,15,3,0
TXN-2025651,CUST-02762,Electronics,"Haier LED TV 32""",2,43487.81,5,82626.84,2025-12-31 19:23:00,Islamabad,Credit Card,NovaMart Outlet,Male,55+,3,2025,12,Dec,Wednesday,19,4,0
TXN-2025769,CUST-02950,Toys & Kids,Jigsaw Puzzle 500pcs,2,1377.33,0,2754.66,2025-04-11 16:04:00,Quetta,Bank Transfer,NovaMart Express,Female,35-44,3,2025,4,Apr,Friday,16,2,0
TXN-2025183,CUST-01965,Groceries,Brooke Bond Supreme 200g,1,288.23,15,245.0,2025-05-16 15:35:00,Islamabad,Debit Card,NovaMart Premium,Male,55+,5,2025,5,May,Friday,15,2,0
TXN-2025689,CUST-UNKNOWN,Toys & Kids,Jigsaw Puzzle 500pcs,2,1348.45,0,2696.9,2025-06-15 11:46:00,Lahore,Cash,NovaMart Express,Unknown,18-24,4,2025,6,Jun,Sunday,11,2,1
TXN-2025478,CUST-01629,Health & Beauty,LOreal Face Wash,1,745.78,0,745.78,2025-12-18 20:00:00,Rawal Pindi,Debit Card,NovaMart Express,Female,35-44,5,2025,12,Dec,Thursday,20,4,0
TXN-2025111,CUST-02713,Groceries,Nestle Everyday Tea Whitener 400g,3,378.73,15,965.76,2025-12-04 13:28:00,Peshawar,JazzCash,NovaMart Premium,Male,45-54,4,2025,12,Dec,Thursday,13,4,0
TXN-2025990,CUST-00120,Clothing,Women's Kameez Printed,1,2597.21,0,2597.21,2025-02-13 10:55:00,Karachi,Credit Card,NovaMart Express,Male,55+,5,2025,2,Feb,Thursday,10,1,0
TXN-2026002,CUST-02870,Home & Kitchen,Prestige Pressure Cooker 5L,3,3906.31,5,11132.98,2025-02-03 14:50:00,Lahore,Cash,NovaMart Express,Female,25-34,1,2025,2,Feb,Monday,14,1,0
TXN-2025579,CUST-00515,Electronics,Lenovo Laptop Bag,1,3900.73,0,3900.73,2025-11-27 20:47:00,Multan,Debit Card,NovaMart Outlet,Female,35-44,1,2025,11,Nov,Thursday,20,4,0
TXN-2025534,CUST-02488,Clothing,Women's Kameez Printed,2,2189.3,15,3721.81,2025-07-22 15:46:00,Multan,JazzCash,NovaMart Central,Female,25-34,5,2025,7,Jul,Tuesday,15,3,0
TXN-2025757,CUST-01115,Electronics,Lenovo Laptop Bag,1,2848.27,10,2563.44,2025-11-04 16:33:00,Rawalpindi,Debit Card,NovaMart Premium,Male,18-24,5,2025,11,Nov,Tuesday,16,4,0
TXN-2025914,CUST-00394,Electronics,HP Wireless Mouse,2,1349.9,5,2564.81,2025-01-11 18:49:00,Islamabad,Debit Card,NovaMart Premium,Female,35-44,4,2025,1,Jan,Saturday,18,1,1
TXN-2025262,CUST-01294,Toys & Kids,Stuffed Teddy Bear 30cm,4,1208.96,10,4352.26,2025-08-31 14:30:00,Islamabad,Cash,NovaMart Express,Female,35-44,5,2025,8,Aug,Sunday,14,3,1
TXN-2025023,CUST-02985,Groceries,Rooh Afza 750ml,1,345.75,20,276.6,2025-05-28 11:49:00,Karachi,Bank Transfer,NovaMart Premium,Female,18-24,4,2025,5,May,Wednesday,11,2,0
TXN-2025588,CUST-00439,Health & Beauty,Panadol Strip 10tabs,2,110.82,0,221.64,2025-04-21 19:19:00,Hyderabad,Debit Card,NovaMart Central,Male,18-24,5,2025,4,Apr,Monday,19,2,0
TXN-2025606,CUST-UNKNOWN,Toys & Kids,Jigsaw Puzzle 500pcs,2,1141.62,0,2283.24,2025-02-02 17:46:00,Islamabad,Cash,NovaMart Express,Unknown,35-44,4,2025,2,Feb,Sunday,17,1,1
TXN-2025583,CUST-01437,Sports & Fitness,Adidas Lite Racer Shoes,3,8169.28,0,24507.84,2025-07-04 15:48:00,Multan,Debit Card,NovaMart Central,Male,25-34,4,2025,7,Jul,Friday,15,3,0
TXN-2025938,CUST-02507,Clothing,Kids Tracksuit,1,1394.06,5,1324.36,2025-02-18 10:12:00,Sialkot,Cash,NovaMart Central,Female,45-54,5,2025,2,Feb,Tuesday,10,1,0
TXN-2025138,CUST-01111,Groceries,Rooh Afza 750ml,3,319.61,0,958.83,2025-11-01 17:05:00,Islamabad,Cash,NovaMart Outlet,Male,55+,5,2025,11,Nov,Saturday,17,4,1
TXN-2025932,CUST-02137,Groceries,Nestle Everyday Tea Whitener 400g,1,386.98,0,386.98,2025-08-16 19:15:00,Karachi,Cash,NovaMart Express,Female,35-44,4,2025,8,Aug,Saturday,19,3,1
TXN-2026055,CUST-02823,Health & Beauty,Panadol Strip 10tabs,1,116.64,10,104.98,2025-02-02 09:46:00,Lahore,Credit Card,NovaMart Central,Female,25-34,2,2025,2,Feb,Sunday,9,1,1
TXN-2025962,CUST-00388,Stationery,Casio fx-82 Calculator,1,1985.22,20,1588.18,2025-02-07 13:04:00,Peshawar,Credit Card,NovaMart Central,Male,45-54,4,2025,2,Feb,Friday,13,1,0
TXN-2025618,CUST-00994,Groceries,Rooh Afza 750ml,1,309.94,0,309.94,2025-03-17 15:20:00,Karachi,Debit Card,NovaMart Premium,Female,18-24,3,2025,3,Mar,Monday,15,1,0
TXN-2025715,CUST-00725,Groceries,Nestle Everyday Tea Whitener 400g,1,372.59,15,316.7,2025-06-24 19:11:00,Karachi,Credit Card,NovaMart Express,Male,35-44,4,2025,6,Jun,Tuesday,19,2,0
TXN-2025835,CUST-01364,Health & Beauty,Colgate Toothpaste 150g,3,237.0,0,711.0,2025-06-14 12:25:00,Rawalpindi,Credit Card,NovaMart Express,Female,18-24,4,2025,6,Jun,Saturday,12,2,1
TXN-2025030,CUST-01596,Stationery,Ball Pen Pack 10pcs,2,166.19,5,315.76,2025-05-08 13:20:00,Karachi,Credit Card,NovaMart Outlet,Female,25-34,3,2025,5,May,Thursday,13,2,0
TXN-2025746,CUST-01949,Electronics,Xiaomi Power Bank 20000mAh,2,4420.0,0,8840.0,2025-01-29 15:47:00,Karachi,CreditCard,NovaMart Central,Male,18-24,5,2025,1,Jan,Wednesday,15,1,0
TXN-2025166,CUST-02829,Electronics,"Haier LED TV 32""",1,41537.44,20,33229.95,2025-10-22 15:13:00,Lahore,Cash,NovaMart Premium,Female,35-44,3,2025,10,Oct,Wednesday,15,4,0
TXN-2025249,CUST-02056,Sports & Fitness,Yoga Mat 6mm,1,2016.66,15,1714.16,2025-10-18 16:24:00,Islamabad,Credit Card,NovaMart Central,Female,35-44,4,2025,10,Oct,Saturday,16,4,1
TXN-2025308,CUST-01007,Stationery,Camlin Geometry Box,3,365.11,5,1040.56,2025-08-23 14:29:00,Lahore,EasyPaisa,NovaMart Central,Male,35-44,4,2025,8,Aug,Saturday,14,3,1
TXN-2025347,CUST-00155,Home & Kitchen,PEL Refrigerator 14CuFt,1,80731.0,0,80731.0,2025-03-18 18:13:00,Rawalpindi,Cash,NovaMart Central,Female,18-24,4,2025,3,Mar,Tuesday,18,1,0
TXN-2025335,CUST-00138,Groceries,Lays Chips Family Pack,1,169.24,0,169.24,2025-10-30 15:11:00,Karachi,Credit Card,NovaMart Premium,Male,45-54,4,2025,10,Oct,Thursday,15,4,0
TXN-2025824,CUST-00097,Electronics,HP Wireless Mouse,5,1959.97,0,9799.85,2025-11-27 17:30:00,Lahore,Credit Card,NovaMart Outlet,Female,18-24,5,2025,11,Nov,Thursday,17,4,0
TXN-2025854,CUST-00786,Clothing,Winter Jacket,2,7561.63,0,15123.26,2025-09-17 16:04:00,Quetta,Credit Card,NovaMart Premium,Male,35-44,4,2025,9,Sep,Wednesday,16,3,0
TXN-2025943,CUST-00190,Electronics,Xiaomi Power Bank 20000mAh,1,4705.07,0,4705.07,2025-02-09 20:44:00,Karachi,JazzCash,NovaMart Outlet,Male,35-44,4,2025,2,Feb,Sunday,20,1,1
TXN-2025378,CUST-02381,Stationery,Casio fx-82 Calculator,1,2092.01,5,1987.41,2025-01-05 13:40:00,Lahore,Cash,NovaMart Premium,Female,35-44,5,2025,1,Jan,Sunday,13,1,1
TXN-2025934,CUST-01204,Groceries,Rooh Afza 750ml,1,346.23,0,346.23,2025-08-28 10:24:00,Peshawar,Cash,NovaMart Express,Male,45-54,4,2025,8,Aug,Thursday,10,3,0
TXN-2025928,CUST-01548,Clothing,Men's Polo Shirt,1,1608.35,0,1608.35,2025-08-17 20:04:00,Islamabad,Cash,NovaMart Express,Male,18-24,4,2025,8,Aug,Sunday,20,3,1
TXN-2025520,CUST-UNKNOWN,Stationery,Highlighter Set 6colors,1,540.08,0,486.07,2025-01-12 17:36:00,Quetta,Cash,NovaMart Premium,Unknown,25-34,4,2025,1,Jan,Sunday,17,1,1
TXN-2025461,CUST-00798,Electronics,Lenovo Laptop Bag,3,3042.21,15,7757.64,2025-07-28 21:17:00,Lahor,Cash,NovaMart Outlet,Female,35-44,4,2025,7,Jul,Monday,21,3,0
TXN-2025723,CUST-00230,Stationery,Stapler Heavy Duty,1,809.48,0,809.48,2025-04-12 15:36:00,Rawalpindi,EasyPaisa,NovaMart Central,Male,25-34,5,2025,4,Apr,Saturday,15,2,1
TXN-2025623,CUST-01901,Health & Beauty,Pantene Shampoo 360ml,1,546.66,5,519.33,2025-11-01 13:52:00,Hyderabad,Credit Card,NovaMart Central,Female,25-34,5,2025,11,Nov,Saturday,13,4,1
TXN-2025066,CUST-01837,Stationery,Spiral Notebook A5,1,352.7,0,352.7,2025-05-26 12:42:00,Karachi,Cash,NovaMart Outlet,Female,35-44,5,2025,5,May,Monday,12,2,0
TXN-2025424,CUST-01456,Home & Kitchen,Anex Blender AG-6122,4,3916.29,0,15665.16,2025-11-29 14:15:00,Islamabad,Credit Card,NovaMart Premium,Female,35-44,4,2025,11,Nov,Saturday,14,4,1
TXN-2025507,CUST-00397,Electronics,Samsung Galaxy A14,1,49099.52,5,46644.54,2025-03-03 14:24:00,Karachi,Cash,NovaMart Central,Male,35-44,5,2025,3,Mar,Monday,14,1,0
TXN-2026040,CUST-02992,Toys & Kids,LEGO Classic Bricks Set,1,6827.46,0,6827.46,2025-02-06 16:56:00,Faisalabad,JazzCash,NovaMart Express,Male,35-44,4,2025,2,Feb,Thursday,16,1,0
TXN-2025916,CUST-02634,Electronics,Lenovo Laptop Bag,1,3577.65,0,3577.65,2025-07-28 10:29:00,Lahore,Cash,NovaMart Premium,Male,55+,4,2025,7,Jul,Monday,10,3,0
TXN-2025255,CUST-02368,Groceries,Sunflower Oil 5L,1,1970.2,10,1773.18,2025-09-14 13:51:00,Quetta,Cash,NovaMart Central,Female,25-34,1,2025,9,Sep,Sunday,13,3,1
TXN-2025859,CUST-02264,Clothing,Men's Polo Shirt,1,1212.81,5,1152.17,2025-09-09 12:06:00,Lahor,Credit Card,NovaMart Premium,Male,25-34,4,2025,9,Sep,Tuesday,12,3,0
TXN-2025313,CUST-00201,Home & Kitchen,PEL Refrigerator 14CuFt,2,73568.18,0,147136.36,2025-05-01 15:54:00,Lahore,Cash,NovaMart Express,Male,25-34,4,2025,5,May,Thursday,15,2,0
TXN-2025436,CUST-01880,Electronics,Xiaomi Power Bank 20000mAh,2,3777.03,0,7554.06,2025-08-11 14:10:00,Multan,Credit Card,NovaMart Outlet,Male,18-24,4,2025,8,Aug,Monday,14,3,0
TXN-2025222,CUST-00678,Groceries,Brooke Bond Supreme 200g,3,288.92,15,736.75,2025-09-23 17:06:00,Rawalpindi,Cash,NovaMart Outlet,Male,35-44,4,2025,9,Sep,Tuesday,17,3,0
TXN-2025236,CUST-00164,Groceries,Lays Chips Family Pack,3,199.83,20,479.59,2025-04-29 13:21:00,Karachi,Debit Card,NovaMart Express,Female,25-34,4,2025,4,Apr,Tuesday,13,2,0
TXN-2025900,CUST-01202,Electronics,Lenovo Laptop Bag,2,3330.38,10,5994.68,2025-02-20 16:49:00,Karachi,JazzCash,NovaMart Outlet,Female,25-34,4,2025,2,Feb,Thursday,16,1,0
TXN-2026034,CUST-00733,Clothing,Men's Polo Shirt,1,1692.68,0,1692.68,2025-11-05 11:37:00,Faisalabad,Debit Card,NovaMart Premium,Male,25-34,5,2025,11,Nov,Wednesday,11,4,0
TXN-2025306,CUST-00754,Clothing,Kids Tracksuit,1,1477.09,0,1477.09,2025-04-04 12:01:00,Karachi,JazzCash,NovaMart Premium,Male,35-44,4,2025,4,Apr,Friday,12,2,0
TXN-2025412,CUST-02531,Groceries,Nestle Everyday Tea Whitener 400g,1,419.66,5,398.68,2025-05-24 15:08:00,Lahore,Credit Card,NovaMart Express,Male,18-24,5,2025,5,May,Saturday,15,2,1
TXN-2025697,CUST-02446,Health & Beauty,Pantene Shampoo 360ml,1,586.83,0,586.83,2025-09-22 15:13:00,Multan,Cash,NovaMart Outlet,Female,55+,5,2025,9,Sep,Monday,15,3,0
TXN-2026092,CUST-00523,Toys & Kids,Barbie Fashion Doll,5,1866.04,15,7930.67,2025-02-09 14:17:00,Rawalpindi,JazzCash,NovaMart Central,Male,35-44,5,2025,2,Feb,Sunday,14,1,1
TXN-2025250,CUST-01963,Groceries,Olpers Full Cream Milk 1L,1,187.48,5,178.11,2025-03-15 12:04:00,Karachi,Cash,NovaMart Outlet,Female,45-54,4,2025,3,Mar,Saturday,12,1,1
TXN-2025823,CUST-00215,Clothing,Women's Kameez Printed,1,2884.42,0,2884.42,2025-07-18 11:26:00,Quetta,Cash,NovaMart Central,Male,18-24,5,2025,7,Jul,Friday,11,3,0
TXN-2025535,CUST-01385,Stationery,Stapler Heavy Duty,1,611.18,0,611.18,2025-08-31 12:59:00,Lahore,Cash,NovaMart Central,Female,25-34,4,2025,8,Aug,Sunday,12,3,1
TXN-2025072,CUST-01720,Stationery,Ball Pen Pack 10pcs,2,210.89,0,421.78,2025-03-09 17:19:00,Karachi,Debit Card,NovaMart Outlet,Male,18-24,4,2025,3,Mar,Sunday,17,1,1
TXN-2025095,CUST-02102,Sports & Fitness,Adidas Lite Racer Shoes,4,8317.04,5,31604.75,2025-08-20 17:10:00,Islamabad,Debit Card,NovaMart Premium,Male,18-24,4,2025,8,Aug,Wednesday,17,3,0
TXN-2025556,CUST-00421,Groceries,Rooh Afza 750ml,1,313.52,0,313.52,2025-03-16 18:57:00,Lahore,Debit Card,NovaMart Premium,Male,45-54,3,2025,3,Mar,Sunday,18,1,1
TXN-2025034,CUST-00671,Clothing,Denim Jeans Slim Fit,1,2629.38,0,2629.38,2025-01-25 10:15:00,Hyderabad,Credit Card,NovaMart Central,Female,45-54,3,2025,1,Jan,Saturday,10,1,1
TXN-2025774,CUST-01392,Groceries,Rooh Afza 750ml,1,292.42,0,292.42,2025-07-23 15:54:00,Karachi,Cash,NovaMart Central,Male,25-34,5,2025,7,Jul,Wednesday,15,3,0
TXN-2025825,CUST-00872,Electronics,Samsung Galaxy A14,2,46461.86,0,92923.72,2025-11-23 17:35:00,Faisalabad,Debit Card,NovaMart Outlet,Female,35-44,5,2025,11,Nov,Sunday,17,4,1
TXN-2025260,CUST-01424,Electronics,Anker USB-C Charger,1,1345.77,0,1345.77,2025-03-22 10:15:00,Rawalpindi,Credit Card,NovaMart Premium,Male,55+,4,2025,3,Mar,Saturday,10,1,1
TXN-2025205,CUST-02395,Electronics,Anker USB-C Charger,2,1298.92,0,2597.84,2025-03-21 12:51:00,Quetta,EasyPaisa,NovaMart Outlet,Female,25-34,4,2025,3,Mar,Friday,12,1,0
TXN-2025514,CUST-00522,Health & Beauty,Panadol Strip 10tabs,1,112.34,0,112.34,2025-10-03 17:24:00,Karachi,Cash,NovaMart Premium,Male,45-54,3,2025,10,Oct,Friday,17,4,0
TXN-2025744,CUST-00707,Clothing,Formal Dress Shirt,1,2714.75,10,2443.28,2025-03-28 13:36:00,Peshawar,Debit Card,NovaMart Outlet,Female,35-44,5,2025,3,Mar,Friday,13,1,0
TXN-2025494,CUST-02539,Stationery,Stapler Heavy Duty,2,726.2,0,1452.4,2025-08-03 14:38:00,Karachi,JazzCash,NovaMart Express,Male,25-34,5,2025,8,Aug,Sunday,14,3,1
TXN-2025366,CUST-01926,Stationery,Stapler Heavy Duty,4,662.16,0,2648.64,2025-08-24 20:37:00,Islamabad,Cash,NovaMart Central,Female,25-34,4,2025,8,Aug,Sunday,20,3,1
TXN-2025078,CUST-01802,Sports & Fitness,Dumbbell Set 10kg Pair,2,5402.58,0,10805.16,2025-02-05 13:11:00,Rawalpindi,Debit Card,NovaMart Express,Female,45-54,4,2025,2,Feb,Wednesday,13,1,0
TXN-2025085,CUST-01892,Home & Kitchen,PEL Refrigerator 14CuFt,1,73510.04,20,58808.03,2025-08-02 15:43:00,Multan,EasyPaisa,NovaMart Outlet,Male,25-34,5,2025,8,Aug,Saturday,15,3,1
TXN-2025458,CUST-02884,Health & Beauty,LOreal Face Wash,3,597.88,5,1703.96,2025-08-12 20:28:00,Multan,Cash,NovaMart Outlet,Female,55+,2,2025,8,Aug,Tuesday,20,3,0
TXN-2025083,CUST-00928,Health & Beauty,Dettol Handwash 500ml,1,344.6,0,344.6,2025-09-13 17:21:00,Lahore,Cash,NovaMart Express,Male,25-34,5,2025,9,Sep,Saturday,17,3,1
